id,first_name,last_name,bill_number,sponsor_state,sponsor_party
L000559,Jim,Langevin,H.R.3490,RI,D
K000362,Steve,King,H.R.3487,IA,R
L000570,Ben,Luján,H.R.3495,NM,D
R000578,Dave,Reichert,H.R.3507,WA,R
P000599,Bill,Posey,H.R.3504,FL,R
L000570,Ben,Luján,H.R.3496,NM,D
L000580,Michelle,Lujan Grisham,H.R.3494,NM,D
N000184,Kristi,Noem,H.R.3500,SD,R
L000580,Michelle,Lujan Grisham,H.R.3493,NM,D
R000591,Martha,Roby,H.J.RES.114,AL,R
G000553,Al,Green,H.J.RES.115,TX,D
S000320,Richard,Shelby,S.1662,AL,R
H000338,Orrin,Hatch,S.1671,UT,R
S000148,Charles,Schumer,S.1668,NY,D
B001288,Cory,Booker,S.1669,NJ,D
D000563,Richard,Durbin,S.1658,IL,D
K000367,Amy,Klobuchar,S.1660,MN,D
H001042,Mazie,Hirono,S.1650,HI,D
H000338,Orrin,Hatch,S.1665,UT,R
R000595,Marco,Rubio,S.1641,FL,R
F000062,Dianne,Feinstein,S.1667,CA,D
B001277,Richard,Blumenthal,S.1666,CT,D
C001056,John,Cornyn,S.1664,TX,R
B001135,Richard,Burr,S.1643,NC,R
C000141,Benjamin,Cardin,S.1644,MD,D
C000141,Benjamin,Cardin,S.1646,MD,D
L000577,Mike,Lee,S.1654,UT,R
C001035,Susan,Collins,S.1655,ME,R
C000141,Benjamin,Cardin,S.1645,MD,D
R000122,Jack,Reed,S.1651,RI,D
B001277,Richard,Blumenthal,S.1656,CT,D
L000577,Mike,Lee,S.1649,UT,R
B001267,Michael,Bennet,S.1670,CO,D
M001111,Patty,Murray,S.1652,WA,D
W000437,Roger,Wicker,S.1647,MS,R
B001288,Cory,Booker,S.1653,NJ,D
L000577,Mike,Lee,S.1657,UT,R
L000575,James,Lankford,S.1648,OK,R
D000563,Richard,Durbin,S.1659,IL,D
H001061,John,Hoeven,S.1663,ND,R
W000805,Mark,Warner,S.1642,VA,D
R000605,Mike,Rounds,S.RES.235,SD,R
W000802,Sheldon,Whitehouse,S.1661,RI,D
H001042,Mazie,Hirono,S.RES.236,HI,D
E000295,Joni,Ernst,S.RES.234,IA,R
A000370,Alma,Adams,H.CON.RES.75,NC,D
S000344,Brad,Sherman,H.CON.RES.76,CA,D
B001296,Brendan,Boyle,H.RES.485,PA,D
P000592,Ted,Poe,H.RES.487,TX,R
C001084,David,Cicilline,H.RES.488,RI,D
W000791,Greg,Walden,H.RES.489,OR,R
D000216,Rosa,DeLauro,H.RES.490,CT,D
N000147,Eleanor,Norton,H.RES.494,DC,D
G000553,Al,Green,H.RES.492,TX,D
S001157,David,Scott,H.RES.495,GA,D
P000592,Ted,Poe,H.RES.486,TX,R
D000614,Sean,Duffy,H.RES.491,WI,R
K000391,Raja,Krishnamoorthi,H.RES.493,IL,D
W000816,Roger,Williams,H.R.3626,TX,R
S000510,Adam,Smith,H.R.3624,WA,D
D000096,Danny,Davis,H.R.3525,IL,D
R000604,Steve,Russell,H.R.3621,OK,R
W000808,Frederica,Wilson,H.R.3630,FL,D
E000296,Dwight,Evans,H.R.3532,PA,D
G000565,Paul,Gosar,H.R.3531,AZ,R
C001108,James,Comer,H.R.3530,KY,R
S001187,Steve,Stivers,H.R.3625,OH,R
L000578,Doug,LaMalfa,H.R.3535,CA,R
D000617,Suzan,DelBene,H.R.3534,WA,D
S001185,Terri,Sewell,H.R.3622,AL,D
S001185,Terri,Sewell,H.R.3623,AL,D
B001304,Anthony,Brown,H.R.3527,MD,D
C001103,Buddy,Carter,H.R.3570,GA,R
B001273,Diane,Black,H.R.3565,TN,R
B001300,Nanette,Barragán,H.R.3563,CA,D
B001286,Cheri,Bustos,H.R.3566,IL,D
A000370,Alma,Adams,H.R.3559,NC,D
C001037,Michael,Capuano,H.R.3568,MA,D
C000059,Ken,Calvert,H.R.3567,CA,R
R000515,Bobby,Rush,H.R.3538,IL,D
C001037,Michael,Capuano,H.R.3569,MA,D
M001197,Martha,McSally,H.R.3551,AZ,R
W000808,Frederica,Wilson,H.R.3629,FL,D
L000562,Stephen,Lynch,H.R.3544,MA,D
B001292,Donald,Beyer,H.R.3564,VA,D
B001290,David,Brat,H.R.3529,VA,R
I000056,Darrell,Issa,H.R.3547,CA,R
W000808,Frederica,Wilson,H.R.3628,FL,D
M001157,Michael,McCaul,H.R.3548,TX,R
S001189,Austin,Scott,H.R.3546,GA,R
W000808,Frederica,Wilson,H.R.3627,FL,D
S001192,Chris,Stewart,H.R.3543,UT,R
R000487,Edward,Royce,H.R.3556,CA,R
W000791,Greg,Walden,H.R.3557,OR,R
L000583,Barry,Loudermilk,H.R.3555,GA,R
D000191,Peter,DeFazio,H.R.3536,OR,D
C001112,Salud,Carbajal,H.R.3533,CA,D
Y000063,Kevin,Yoder,H.R.3632,KS,R
R000598,Keith,Rothfus,H.R.3526,PA,R
R000515,Bobby,Rush,H.R.3539,IL,D
P000592,Ted,Poe,H.R.3541,TX,R
G000546,Sam,Graves,H.R.3589,MO,R
F000465,A.,Ferguson,H.R.3586,GA,R
W000795,Joe,Wilson,H.R.3542,SC,R
M001151,Tim,Murphy,H.R.3545,PA,R
J000299,Mike,Johnson,H.R.3593,LA,R
R000515,Bobby,Rush,H.R.3540,IL,D
W000808,Frederica,Wilson,H.R.3631,FL,D
M001193,Tom,MacArthur,H.R.3605,NJ,R
P000523,David,Price,H.R.3537,NC,D
E000297,Adriano,Espaillat,H.R.3584,NY,D
B001284,Susan,Brooks,H.R.3558,IN,R
A000375,Jodey,Arrington,H.R.3561,TX,R
A000375,Jodey,Arrington,H.R.3562,TX,R
C001061,Emanuel,Cleaver,H.R.3552,MO,D
C001084,David,Cicilline,H.R.3572,RI,D
G000535,Luis,Gutiérrez,H.R.3591,IL,D
D000096,Danny,Davis,H.R.3578,IL,D
C001092,Chris,Collins,H.R.3576,NY,R
C001068,Steve,Cohen,H.R.3575,TN,D
A000371,Pete,Aguilar,H.R.3560,CA,D
D000623,Mark,DeSaulnier,H.R.3580,CA,D
M001179,Tom,Marino,H.R.3553,PA,R
K000381,Derek,Kilmer,H.R.3597,WA,D
P000594,Erik,Paulsen,H.R.3549,MN,R
E000288,Keith,Ellison,H.R.3583,MN,D
C001101,Katherine,Clark,H.R.3574,MA,D
D000624,Debbie,Dingell,H.R.3582,MI,D
G000585,Jimmy,Gomez,H.R.3587,CA,D
G000577,Garret,Graves,H.R.3588,LA,R
J000298,Pramila,Jayapal,H.R.3592,WA,D
L000560,Rick,Larsen,H.R.3550,WA,D
G000551,Raúl,Grijalva,H.R.3590,AZ,D
D000623,Mark,DeSaulnier,H.R.3581,CA,D
B001278,Suzanne,Bonamici,H.R.3554,OR,D
C001066,Kathy,Castor,H.R.3571,FL,D
C001101,Katherine,Clark,H.R.3528,MA,D
C001059,Jim,Costa,H.R.3577,CA,D
R000588,Cedric,Richmond,H.R.3618,LA,D
C001084,David,Cicilline,H.R.3573,RI,D
P000604,Donald,Payne,H.R.3613,NJ,D
F000460,Blake,Farenthold,H.R.3585,TX,R
M000087,Carolyn,Maloney,H.R.3606,NY,D
K000392,David,Kustoff,H.R.3601,TN,R
L000565,Dave,Loebsack,H.R.3604,IA,D
P000599,Bill,Posey,H.R.3615,FL,R
K000362,Steve,King,H.R.3600,IA,R
R000599,Raul,Ruiz,H.R.3620,CA,D
K000362,Steve,King,H.R.3599,IA,R
D000216,Rosa,DeLauro,H.R.3579,CT,D
P000594,Erik,Paulsen,H.R.3611,MN,R
R000588,Cedric,Richmond,H.R.3616,LA,D
K000188,Ron,Kind,H.R.3598,WI,D
K000376,Mike,Kelly,H.R.3595,PA,R
J000174,Sam,Johnson,H.R.3594,TX,R
M001177,Tom,McClintock,H.R.3608,CA,R
M001177,Tom,McClintock,H.R.3607,CA,R
P000611,Bruce,Poliquin,H.R.3614,ME,R
L000551,Barbara,Lee,H.R.3602,CA,D
L000263,Sander,Levin,H.R.3603,MI,D
K000376,Mike,Kelly,H.R.3596,PA,R
N000184,Kristi,Noem,H.R.3610,SD,R
M001202,Stephanie,Murphy,H.R.3609,FL,D
R000599,Raul,Ruiz,H.R.3619,CA,D
R000588,Cedric,Richmond,H.R.3617,LA,D
P000604,Donald,Payne,H.R.3612,NJ,D
M001200,A.,McEachin,H.J.RES.116,VA,D
D000622,Tammy,Duckworth,S.1679,IL,D
B000944,Sherrod,Brown,S.1673,OH,D
B000575,Roy,Blunt,S.1675,MO,R
B001277,Richard,Blumenthal,S.1680,CT,D
R000122,Jack,Reed,S.1674,RI,D
G000555,Kirsten,Gillibrand,S.1676,NY,D
D000607,Joe,Donnelly,S.1677,IN,D
S000033,Bernard,Sanders,S.1681,VT,I
D000607,Joe,Donnelly,S.1678,IN,D
C000174,Thomas,Carper,S.1672,DE,D
R000601,John,Ratcliffe,H.R.3640,TX,R
H001047,Jim,Himes,H.R.3634,CT,D
L000586,Al,Lawson,H.R.3638,FL,D
K000382,Ann,Kuster,H.R.3637,NH,D
D000623,Mark,DeSaulnier,H.R.3633,CA,D
J000290,Lynn,Jenkins,H.R.3635,KS,R
L000397,Zoe,Lofgren,H.R.3639,CA,D
K000390,Ruben,Kihuen,H.R.3636,NV,D
G000359,Lindsey,Graham,S.J.RES.48,SC,R
G000359,Lindsey,Graham,S.1697,SC,R
U000039,Tom,Udall,S.1696,NM,D
U000039,Tom,Udall,S.1695,NM,D
B001288,Cory,Booker,S.1689,NJ,D
M001153,Lisa,Murkowski,S.1698,AK,R
R000122,Jack,Reed,S.1694,RI,D
S001184,Tim,Scott,S.1685,SC,R
C001088,Christopher,Coons,S.1692,DE,D
G000562,Cory,Gardner,S.1682,CO,R
H001042,Mazie,Hirono,S.1684,HI,D
P000449,Rob,Portman,S.1693,OH,R
D000607,Joe,Donnelly,S.1683,IN,D
M001176,Jeff,Merkley,S.1687,OR,D
C001075,Bill,Cassidy,S.1686,LA,R
D000622,Tammy,Duckworth,S.1690,IL,D
W000779,Ron,Wyden,S.1699,OR,D
C001070,Bob,Casey,S.RES.239,PA,D
W000805,Mark,Warner,S.1691,VA,D
K000367,Amy,Klobuchar,S.RES.238,MN,D
M000355,Mitch,McConnell,S.RES.237,KY,R
R000595,Marco,Rubio,S.RES.240,FL,R
K000367,Amy,Klobuchar,S.1688,MN,D
C001035,Susan,Collins,S.RES.241,ME,R
S001181,Jeanne,Shaheen,S.1711,NH,D
W000779,Ron,Wyden,S.1714,OR,D
W000779,Ron,Wyden,S.1712,OR,D
S001181,Jeanne,Shaheen,S.1713,NH,D
D000622,Tammy,Duckworth,S.1703,IL,D
D000622,Tammy,Duckworth,S.1704,IL,D
C000141,Benjamin,Cardin,S.1728,MD,D
B001267,Michael,Bennet,S.1705,CO,D
M000639,Robert,Menendez,S.1710,NJ,D
W000779,Ron,Wyden,S.1715,OR,D
R000307,Pat,Roberts,S.1729,KS,R
S001198,Dan,Sullivan,S.1722,AK,R
R000584,Jim,Risch,S.1702,ID,R
F000463,Deb,Fischer,S.1716,NE,R
D000622,Tammy,Duckworth,S.1727,IL,D
D000622,Tammy,Duckworth,S.1725,IL,D
K000393,John,Kennedy,S.1718,LA,R
T000250,John,Thune,S.1731,SD,R
G000555,Kirsten,Gillibrand,S.1708,NY,D
S000033,Bernard,Sanders,S.1723,VT,I
U000039,Tom,Udall,S.1721,NM,D
K000393,John,Kennedy,S.1709,LA,R
C001095,Tom,Cotton,S.1720,AR,R
M000639,Robert,Menendez,S.1726,NJ,D
C001035,Susan,Collins,S.1730,ME,R
W000805,Mark,Warner,S.1724,VA,D
B000575,Roy,Blunt,S.1719,MO,R
W000779,Ron,Wyden,S.1717,OR,D
C001056,John,Cornyn,S.1701,TX,R
U000039,Tom,Udall,S.1700,NM,D
M000355,Mitch,McConnell,S.RES.244,KY,R
F000444,Jeff,Flake,S.RES.243,AZ,R
W000437,Roger,Wicker,S.RES.242,MS,R
M000639,Robert,Menendez,S.1706,NJ,D
G000555,Kirsten,Gillibrand,S.1707,NY,D
B001267,Michael,Bennet,S.1743,CO,D
R000595,Marco,Rubio,S.1748,FL,R
C001056,John,Cornyn,S.1757,TX,R
H000338,Orrin,Hatch,S.1750,UT,R
D000607,Joe,Donnelly,S.1751,IN,D
H001041,Dean,Heller,S.1753,NV,R
S000770,Debbie,Stabenow,S.1742,MI,D
B001230,Tammy,Baldwin,S.1744,WI,D
B001288,Cory,Booker,S.1758,NJ,D
H000338,Orrin,Hatch,S.1749,UT,R
H001042,Mazie,Hirono,S.1759,HI,D
W000802,Sheldon,Whitehouse,S.1755,RI,D
S001198,Dan,Sullivan,S.1756,AK,R
H001041,Dean,Heller,S.1752,NV,R
N000032,Bill,Nelson,S.1747,FL,D
B001277,Richard,Blumenthal,S.1760,CT,D
M001169,Christopher,Murphy,S.1739,CT,D
C001035,Susan,Collins,S.1754,ME,R
W000805,Mark,Warner,S.1738,VA,D
P000603,Rand,Paul,S.1740,KY,R
T000476,Thom,Tillis,S.1745,NC,R
L000577,Mike,Lee,S.1746,UT,R
T000476,Thom,Tillis,S.1741,NC,R
H000338,Orrin,Hatch,S.RES.247,UT,R
F000062,Dianne,Feinstein,S.RES.248,CA,D
M001176,Jeff,Merkley,S.RES.246,OR,D
F000062,Dianne,Feinstein,S.RES.249,CA,D
V000128,Chris,Van Hollen,S.1733,MD,D
W000802,Sheldon,Whitehouse,S.1732,RI,D
M001170,Claire,McCaskill,S.1734,MO,D
G000359,Lindsey,Graham,S.1735,SC,R
H001061,John,Hoeven,S.1736,ND,R
B001277,Richard,Blumenthal,S.1737,CT,D
C001098,Ted,Cruz,S.RES.245,TX,R
L000559,Jim,Langevin,H.R.3644,RI,D
R000578,Dave,Reichert,H.R.3645,WA,R
B001282,Andy,Barr,H.R.3642,KY,R
C001038,Joseph,Crowley,H.R.3643,NY,D
Y000066,David,Young,H.R.3646,IA,R
R000580,Peter,Roskam,H.R.3641,IL,R
J000032,Sheila,Jackson Lee,H.R.3647,TX,D
R000585,Tom,Reed,H.R.3652,NY,R
P000606,Robert,Pittenger,H.R.3650,NC,R
L000569,Blaine,Luetkemeyer,H.R.3648,MO,R
N000184,Kristi,Noem,H.R.3649,SD,R
R000600,Amata,Radewagen,H.R.3651,AS,R
J000298,Pramila,Jayapal,H.CON.RES.77,WA,D
C001038,Joseph,Crowley,H.R.3653,NY,D
J000032,Sheila,Jackson Lee,H.R.3654,TX,D
S000522,Christopher,Smith,H.R.3655,NJ,R
L000397,Zoe,Lofgren,H.RES.497,CA,D
N000002,Jerrold,Nadler,H.RES.496,NY,D
C001107,Carlos,Curbelo,H.R.3659,FL,R
M001199,Brian,Mast,H.R.3662,FL,R
P000611,Bruce,Poliquin,H.R.3657,ME,R
B001299,Jim,Banks,H.R.3656,IN,R
M001199,Brian,Mast,H.R.3661,FL,R
C001067,Yvette,Clarke,H.R.3658,NY,D
E000297,Adriano,Espaillat,H.R.3660,NY,D
B001135,Richard,Burr,S.1761,NC,R
J000297,Evan,Jenkins,H.R.3663,WV,R
J000288,Hank,Johnson,H.R.3664,GA,D
M001199,Brian,Mast,H.R.3665,FL,R
T000469,Paul,Tonko,H.R.3666,NY,D
N000179,Grace,Napolitano,H.RES.498,CA,D
F000464,John,Faso,H.R.3667,NY,R
N000179,Grace,Napolitano,H.RES.499,CA,D
C001038,Joseph,Crowley,H.R.3670,NY,D
E000298,Ron,Estes,H.R.3669,KS,R
G000571,Tulsi,Gabbard,H.R.3671,HI,D
D000615,Jeffrey,Duncan,H.R.3668,SC,R
B001288,Cory,Booker,S.1764,NJ,D
T000464,Jon,Tester,S.1762,MT,D
F000062,Dianne,Feinstein,S.1763,CA,D
C001053,Tom,Cole,H.RES.500,OK,R
V000131,Marc,Veasey,H.RES.501,TX,D
S000522,Christopher,Smith,H.R.3674,NJ,R
N000188,Donald,Norcross,H.R.3677,NJ,D
J000255,Walter,Jones,H.R.3676,NC,R
C000754,Jim,Cooper,H.R.3675,TN,D
N000147,Eleanor,Norton,H.R.3678,DC,D
C001077,Mike,Coffman,H.R.3673,CO,R
R000585,Tom,Reed,H.R.3679,NY,R
Z000017,Lee,Zeldin,H.R.3680,NY,R
F000372,Rodney,Frelinghuysen,H.R.3672,NJ,R
W000805,Mark,Warner,S.J.RES.49,VA,D
C001056,John,Cornyn,S.1766,TX,R
R000605,Mike,Rounds,S.1765,SD,R
F000062,Dianne,Feinstein,S.1768,CA,D
L000174,Patrick,Leahy,S.1767,VT,D
H001042,Mazie,Hirono,S.CON.RES.23,HI,D
N000147,Eleanor,Norton,H.RES.507,DC,D
J000290,Lynn,Jenkins,H.RES.503,KS,R
M001180,David,McKinley,H.RES.506,WV,R
W000810,Rob,Woodall,H.RES.504,GA,R
F000372,Rodney,Frelinghuysen,H.RES.502,NJ,R
B001245,Madeleine,Bordallo,H.RES.505,GU,D
F000449,Jeff,Fortenberry,H.R.3687,NE,R
M001188,Grace,Meng,H.R.3691,NY,D
F000461,Bill,Flores,H.R.3685,TX,R
K000362,Steve,King,H.R.3688,IA,R
M001193,Tom,MacArthur,H.R.3689,NJ,R
L000579,Alan,Lowenthal,H.R.3682,CA,D
B001292,Donald,Beyer,H.R.3684,VA,D
M001180,David,McKinley,H.R.3690,WV,R
J000126,Eddie,Johnson,H.R.3681,TX,D
S001170,Carol,Shea-Porter,H.R.3683,NH,D
J000032,Sheila,Jackson Lee,H.R.3686,TX,D
J000174,Sam,Johnson,H.RES.510,TX,R
L000580,Michelle,Lujan Grisham,H.RES.508,NM,D
S000250,Pete,Sessions,H.RES.509,TX,R
D000533,John,Duncan,H.R.3698,TN,R
O000170,Beto,O'Rourke,H.R.3695,TX,D
B001299,Jim,Banks,H.R.3694,IN,R
S001183,David,Schweikert,H.R.3708,AZ,R
R000599,Raul,Ruiz,H.R.3706,CA,D
M001188,Grace,Meng,H.R.3703,NY,D
C001105,Barbara,Comstock,H.R.3697,VA,R
K000188,Ron,Kind,H.R.3700,WI,D
M001180,David,McKinley,H.R.3702,WV,R
B001296,Brendan,Boyle,H.R.3693,PA,D
C001090,Matt,Cartwright,H.R.3696,PA,D
T000469,Paul,Tonko,H.R.3692,NY,D
V000081,Nydia,Velázquez,H.R.3710,NY,D
S000185,Robert,Scott,H.R.3709,VA,D
S001156,Linda,Sánchez,H.R.3707,CA,D
K000009,Marcy,Kaptur,H.R.3699,OH,D
P000597,Chellie,Pingree,H.R.3705,ME,D
P000034,Frank,Pallone,H.R.3704,NJ,D
G000580,Thomas,Garrett,H.J.RES.117,VA,R
L000551,Barbara,Lee,H.R.3701,CA,D
G000359,Lindsey,Graham,S.1780,SC,R
C000880,Michael,Crapo,S.1779,ID,R
C001056,John,Cornyn,S.1781,TX,R
B000944,Sherrod,Brown,S.1778,OH,D
F000457,Al,Franken,S.1776,MN,D
T000464,Jon,Tester,S.1775,MT,D
F000444,Jeff,Flake,S.1770,AZ,R
D000622,Tammy,Duckworth,S.1783,IL,D
C001035,Susan,Collins,S.1782,ME,R
B000944,Sherrod,Brown,S.1777,OH,D
H001076,Margaret,Hassan,S.1769,NH,D
B001288,Cory,Booker,S.1772,NJ,D
F000444,Jeff,Flake,S.1773,AZ,R
M000355,Mitch,McConnell,S.CON.RES.24,KY,R
B000575,Roy,Blunt,S.1771,MO,R
H000338,Orrin,Hatch,S.1774,UT,R
D000563,Richard,Durbin,S.RES.250,IL,D
F000455,Marcia,Fudge,H.RES.511,OH,D
W000800,Peter,Welch,H.RES.512,VT,D
S001145,Jan,Schakowsky,H.R.3713,IL,D
K000381,Derek,Kilmer,H.R.3712,WA,D
C000266,Steven,Chabot,H.R.3717,OH,R
N000127,Rick,Nolan,H.R.3722,MN,D
L000287,John,Lewis,H.R.3721,GA,D
B001285,Julia,Brownley,H.R.3716,CA,D
W000791,Greg,Walden,H.R.3715,OR,R
T000462,Pat,Tiberi,H.R.3725,OH,R
P000601,Steven,Palazzo,H.R.3723,MS,R
P000608,Scott,Peters,H.R.3724,CA,D
K000386,John,Katko,H.R.3714,NY,R
C001093,Doug,Collins,H.R.3718,GA,R
L000560,Rick,Larsen,H.R.3720,WA,D
F000450,Virginia,Foxx,H.R.3719,NC,R
S000583,Lamar,Smith,H.R.3711,TX,R
N000181,Devin,Nunes,H.R.3729,CA,R
B001273,Diane,Black,H.R.3727,TN,R
J000295,Dave,Joyce,H.R.3735,OH,R
D000598,Susan,Davis,H.R.3734,CA,D
P000599,Bill,Posey,H.R.3736,FL,R
M001158,Kenny,Marchant,H.R.3726,TX,R
B001248,Michael,Burgess,H.R.3728,TX,R
K000386,John,Katko,H.R.3731,NY,R
C001078,Gerald,Connolly,H.R.3733,VA,D
R000578,Dave,Reichert,H.R.3732,WA,R
Z000017,Lee,Zeldin,H.R.3730,NY,R
M000133,Edward,Markey,S.1785,MA,D
B001230,Tammy,Baldwin,S.1788,WI,D
R000605,Mike,Rounds,S.1789,SD,R
M001153,Lisa,Murkowski,S.1787,AK,R
M001169,Christopher,Murphy,S.1784,CT,D
S001194,Brian,Schatz,S.1786,HI,D
C001093,Doug,Collins,H.RES.513,GA,R
M001137,Gregory,Meeks,H.CON.RES.78,NY,D
V000081,Nydia,Velázquez,H.R.3743,NY,D
D000614,Sean,Duffy,H.R.3746,WI,R
C001101,Katherine,Clark,H.R.3740,MA,D
B001250,Rob,Bishop,H.R.3744,UT,R
H001071,Jody,Hice,H.R.3739,GA,R
D000096,Danny,Davis,H.R.3742,IL,D
M001137,Gregory,Meeks,H.R.3741,NY,D
M001187,Mark,Meadows,H.R.3751,NC,R
L000580,Michelle,Lujan Grisham,H.R.3750,NM,D
N000188,Donald,Norcross,H.R.3752,NJ,D
N000147,Eleanor,Norton,H.R.3753,DC,D
G000583,Josh,Gottheimer,H.R.3747,NJ,D
D000621,Ron,DeSantis,H.R.3737,FL,R
M000312,Jim,McGovern,H.R.3738,MA,D
L000581,Brenda,Lawrence,H.R.3745,MI,D
H001038,Brian,Higgins,H.R.3748,NY,D
L000586,Al,Lawson,H.R.3749,FL,D
W000817,Elizabeth,Warren,S.1800,MA,D
B001135,Richard,Burr,S.1790,NC,R
E000295,Joni,Ernst,S.1791,IA,R
H001046,Martin,Heinrich,S.1799,NM,D
R000605,Mike,Rounds,S.1794,SD,R
W000817,Elizabeth,Warren,S.1796,MA,D
K000384,Tim,Kaine,S.1801,VA,D
M001111,Patty,Murray,S.1795,WA,D
C001070,Bob,Casey,S.1797,PA,D
G000386,Charles,Grassley,S.1793,IA,R
V000128,Chris,Van Hollen,S.1798,MD,D
F000457,Al,Franken,S.1792,MN,D
K000387,Steve,Knight,H.RES.516,CA,R
C001038,Joseph,Crowley,H.RES.515,NY,D
M000355,Mitch,McConnell,S.RES.254,KY,R
H000338,Orrin,Hatch,S.1803,UT,R
R000595,Marco,Rubio,S.RES.252,FL,R
M000639,Robert,Menendez,S.RES.253,NJ,D
G000562,Cory,Gardner,S.RES.251,CO,R
S000033,Bernard,Sanders,S.1804,VT,I
P000594,Erik,Paulsen,H.RES.518,MN,R
D000598,Susan,Davis,H.RES.517,CA,D
M001137,Gregory,Meeks,H.RES.522,NY,D
B001284,Susan,Brooks,H.RES.521,IN,R
H000874,Steny,Hoyer,H.RES.526,MD,D
B001270,Karen,Bass,H.RES.523,CA,D
C001097,Tony,Cárdenas,H.RES.524,CA,D
S001196,Elise,Stefanik,H.R.3770,NY,R
H001068,Jared,Huffman,H.R.3801,CA,D
S000510,Adam,Smith,H.R.3769,WA,D
S001180,Kurt,Schrader,H.R.3791,OR,D
C001062,K.,Conaway,H.R.3761,TX,R
W000187,Maxine,Waters,H.R.3799,CA,D
C001068,Steve,Cohen,H.R.3783,TN,D
K000389,Ro,Khanna,H.R.3757,CA,D
E000285,Michael,Enzi,S.1818,WY,R
G000555,Kirsten,Gillibrand,S.1821,NY,D
K000367,Amy,Klobuchar,S.1811,MN,D
C001056,John,Cornyn,S.RES.259,TX,R
M000639,Robert,Menendez,S.RES.256,NJ,D
C000714,John,Conyers,H.CON.RES.79,MI,D
C000266,Steven,Chabot,H.RES.525,OH,R
J000126,Eddie,Johnson,H.RES.527,TX,D
L000263,Sander,Levin,H.RES.528,MI,D
J000032,Sheila,Jackson Lee,H.RES.520,TX,D
S000185,Robert,Scott,H.R.3778,VA,D
W000187,Maxine,Waters,H.R.3800,CA,D
D000598,Susan,Davis,H.R.3785,CA,D
R000604,Steve,Russell,H.R.3790,OK,R
V000131,Marc,Veasey,H.R.3796,TX,D
B001304,Anthony,Brown,H.R.3779,MD,D
T000474,Norma,Torres,H.R.3793,CA,D
L000566,Robert,Latta,H.R.3787,OH,R
W000819,Mark,Walker,H.R.3797,NC,R
D000626,Warren,Davidson,H.R.3784,OH,R
V000130,Juan,Vargas,H.R.3794,CA,D
B001282,Andy,Barr,H.R.3772,KY,R
M001189,Luke,Messer,H.R.3774,IN,R
H001067,Richard,Hudson,H.R.3780,NC,R
V000130,Juan,Vargas,H.R.3795,CA,D
T000468,Dina,Titus,H.R.3792,NV,D
R000487,Edward,Royce,H.R.3776,CA,R
C000714,John,Conyers,H.R.3771,MI,D
L000584,Mia,Love,H.R.3777,UT,R
S000185,Robert,Scott,H.R.3773,VA,D
C001090,Matt,Cartwright,H.R.3782,PA,D
P000034,Frank,Pallone,H.R.3788,NJ,D
S000583,Lamar,Smith,H.R.3775,TX,R
K000380,Dan,Kildee,H.R.3786,MI,D
W000813,Jackie,Walorski,H.R.3798,IN,R
R000588,Cedric,Richmond,H.R.3789,LA,D
C001112,Salud,Carbajal,H.R.3781,CA,D
S000770,Debbie,Stabenow,S.1817,MI,D
K000367,Amy,Klobuchar,S.1812,MN,D
M000133,Edward,Markey,S.1807,MA,D
M001169,Christopher,Murphy,S.1805,CT,D
B001230,Tammy,Baldwin,S.1813,WI,D
B001230,Tammy,Baldwin,S.1808,WI,D
K000384,Tim,Kaine,S.1814,VA,D
G000555,Kirsten,Gillibrand,S.1820,NY,D
W000817,Elizabeth,Warren,S.1819,MA,D
W000779,Ron,Wyden,S.1810,OR,D
C001113,Catherine,Cortez Masto,S.1809,NV,D
K000367,Amy,Klobuchar,S.1822,MN,D
M000133,Edward,Markey,S.1815,MA,D
W000817,Elizabeth,Warren,S.1816,MA,D
H001069,Heidi,Heitkamp,S.RES.255,ND,D
M001111,Patty,Murray,S.1806,WA,D
C000141,Benjamin,Cardin,S.RES.258,MD,D
B000944,Sherrod,Brown,S.RES.257,OH,D
Y000062,John,Yarmuth,H.RES.514,KY,D
R000515,Bobby,Rush,H.RES.519,IL,D
L000554,Frank,LoBiondo,H.RES.529,NJ,R
S001191,Kyrsten,Sinema,H.R.3758,AZ,D
B001303,Lisa,Blunt Rochester,H.R.3756,DE,D
H001047,Jim,Himes,H.R.3766,CT,D
F000454,Bill,Foster,H.R.3763,IL,D
R000395,Harold,Rogers,H.R.3802,KY,R
A000369,Mark,Amodei,H.R.3803,NV,R
K000375,Bill,Keating,H.R.3805,MA,D
V000081,Nydia,Velázquez,H.R.3807,NY,D
B000574,Earl,Blumenauer,H.R.3804,OR,D
L000559,Jim,Langevin,H.R.3806,RI,D
H000338,Orrin,Hatch,S.1827,UT,R
B001277,Richard,Blumenthal,S.1826,CT,D
M000355,Mitch,McConnell,S.1824,KY,R
G000386,Charles,Grassley,S.1825,IA,R
B000575,Roy,Blunt,S.1823,MO,R
R000122,Jack,Reed,S.1828,RI,D
M001153,Lisa,Murkowski,S.RES.261,AK,R
F000463,Deb,Fischer,S.RES.260,NE,R
B001236,John,Boozman,S.RES.262,AR,R
L000576,Billy,Long,H.R.3767,MO,R
G000584,Greg,Gianforte,H.R.3764,MT,R
G000562,Cory,Gardner,S.1802,CO,R
Q000023,Mike,Quigley,H.R.3768,IL,D
H001053,Vicky,Hartzler,H.R.3754,MO,R
I000024,James,Inhofe,S.1844,OK,R
